"","seccion","titular","enlace_noticia"
"1","Policial","Amplían detención de segundo implicado en violento robo en San Bernardo que acabó con un adulto mayor fallecido","https://www.latercera.com/nacional/noticia/amplian-detencion-de-segundo-implicado-en-violento-robo-en-san-bernardo-que-acabo-con-un-adulto-mayor-fallecido/274YXZFD7NBKJEPAXDCVVJC5ZY/"
"2","Fútbol","Dónde y a qué hora ver a Chile vs. Uruguay Sub 20 por TV y streaming","https://www.latercera.com/servicios/noticia/donde-y-a-que-hora-ver-a-chile-vs-uruguay-sub-20-por-tv-y-streaming/RAA5LS3VMRF4NJCWQ6UGVKCGY4/"
"3","Elecciones","Lagos Weber evitar referirse a posible candidatura presidencial: “Hoy el tema son las pensiones de Chile”","https://www.latercera.com/politica/noticia/lagos-weber-evitar-referirse-a-posible-candidatura-presidencial-hoy-el-tema-son-las-pensiones-de-chile/LIPW25WOURDYJFA36PPB7MRQTI/"
"4","Policial","Encuentran dos armas del Tren de Aragua en auto ubicado en corrales municipales de Viña del Mar: habrían sido usadas en homicidios del 2023","https://www.latercera.com/nacional/noticia/encuentran-en-auto-ubicado-en-corrales-municipales-de-vina-del-mar-dos-armas-del-tren-de-aragua-habrian-sido-usadas-en-homicidios-del-2023/LDJSUFFTFJCQ7NERAQVJC7EW7Q/"
"5","Guerra en Medio Oriente","Líbano pide a Francia que intervenga ante la negativa de Israel a cumplir con la retirada militar","https://www.latercera.com/mundo/noticia/libano-pide-a-francia-que-intervenga-ante-la-negativa-de-israel-a-cumplir-con-la-retirada-militar/53XXT7MCTVC4BOBM552HBYPZDM/"
"6","Reforma de pensiones","“Estamos muy cerca de llegar a un entendimiento”: comisión de Hacienda suspende sesión de la mañana del sábado por reforma de pensiones","https://www.latercera.com/politica/noticia/estamos-muy-cerca-de-llegar-a-un-entendimiento-comision-de-hacienda-suspende-sesion-de-la-manana-por-reforma-de-pensiones/23DECJVRRVB4JHUVJVQJW7ACLM/"
"7","Luis Cordero","Cordero considera “plausible” tesis de la Fiscalía sobre caso Ojeda, pero llama a adoptar decisiones diplomáticas cuando haya más antecedentes","https://www.latercera.com/nacional/noticia/cordero-considera-plausible-tesis-de-la-fiscalia-sobre-caso-ojeda-pero-llama-a-adoptar-decisiones-diplomaticas-cuando-haya-mas-antecedentes/WEYMZKRTT5H7RDIH2MXDX24S7U/"
"8","Tenis","Novak Djokovic enfrenta las críticas por su lesión con una particular imagen","https://www.latercera.com/el-deportivo/noticia/novak-djokovic-enfrenta-las-criticas-por-su-lesion-con-una-particular-imagen/VCECUN46QRCGNF5TMUE2YFVGYQ/"
"9","Fútbol","En la agonía y con polémica: Manuel Pellegrini respira con el triunfo del Betis sobre el Mallorca","https://www.latercera.com/el-deportivo/noticia/en-la-agonia-y-con-polemica-manuel-pellegrini-respira-con-el-triunfo-del-betis-sobre-el-mallorca/YQZU2WBPLFEXBDWOXI5XKYHMXU/"
"10","Venezuela","“¡A ubicarse en la realidad!”: canciller venezolano cuestiona dichos de Tohá y sostiene que relaciones ya están cortadas","https://www.latercera.com/mundo/noticia/a-ubicarse-en-la-realidad-canciller-venezolano-cuestiona-dichos-de-ministra-toha-y-sostiene-que-las-relaciones-ya-estan-cortadas/IZUPQHFY4FDFNHYZ4SOC32DAVU/"
"11","Fútbol","Dónde y a qué hora ver en vivo a Real Valladolid vs. Real Madrid","https://www.latercera.com/servicios/noticia/donde-y-a-que-hora-ver-en-vivo-a-real-valladolid-vs-real-madrid/3PMXQBUEDFFNFPKXTB6WJRJEWY/"
"12","Policial","Debía más de $14 millones: hombre es detenido tras negarse a devolver camión que su hija le prestó para que pagara pensión","https://www.latercera.com/nacional/noticia/debia-mas-de-14-millones-hombre-es-detenido-tras-negarse-a-devolver-camion-que-su-hija-le-presto-para-que-pagara-pension/WZLT4FJMJNHUZBEL7NOSQPY2BY/"
"13","Evópoli","Evópoli desarrolla elecciones internas tras fallido primer proceso: resultados estarán disponibles durante la jornada","https://www.latercera.com/politica/noticia/evopoli-desarrolla-elecciones-internas-tras-fallido-primer-proceso-resultados-estaran-disponible-durante-la-jornada/XDNWNCALWBFNXLRT5KADVWPRGE/"
"14","Sismo","Temblor hoy, sábado 25 de enero en Chile: consulta epicentro y magnitud","https://www.latercera.com/servicios/noticia/temblor-hoy-sabado-25-de-enero-en-chile-consulta-epicentro-y-magnitud/R3C7NZ2JOZDERF7ZCR27OS6HZI/"
"15","Casa de Allende","Ministro Figueroa por fallida compra de casa de Allende: “El Presidente tomó una decisión de cortar el hilo por lo más grueso”","https://www.latercera.com/politica/noticia/ministro-figueroa-por-fallida-compra-de-casa-de-allende-el-presidente-tomo-una-decision-de-cortar-el-hilo-por-lo-mas-grueso/KYBBG7GFLVG4ZMSJTEV44KEUW4/"
