"","seccion","titular","enlace_noticia"
"1","Reforma de pensiones","Ejecutivo y Chile Vamos valoran aprobación de reforma previsional en el Senado: “No es la reforma de un gobierno, es la reforma de un país”","https://www.latercera.com/politica/noticia/ejecutivo-y-chile-vamos-valoran-aprobacion-de-reforma-previsional-en-el-senado-no-es-la-reforma-de-un-gobierno-es-la-reforma-de-un-pais/5HNXE4GB5REMLIEYGAW7HS35YM/"
"2","Rodolfo Carter","“No se ve feo, es absolutamente transparente”: Rodolfo Carter defiende contratación de su madre en La Florida","https://www.latercera.com/politica/noticia/no-se-ve-feo-es-absolutamente-transparente-rodolfo-carter-defiende-contratacion-de-su-madre-en-la-florida/DCGC6GM3J5CDHJSCABDFRSUWKI/"
"3","Policial","Sorprenden a ciudadano colombiano con 3 kilogramos de cocaína en el aeropuerto de Santiago: su destino era España","https://www.latercera.com/nacional/noticia/sorprenden-a-ciudadano-colombiano-con-3-kilogramos-de-cocaina-en-el-aeropuerto-de-santiago-su-destino-era-espana/XMSPAID6IJHFTFZMNAXDWDF6RI/"
"4","Incendios forestales","Declaran alerta temprana preventiva para la Región de La Araucanía por amenaza de incendios forestales","https://www.latercera.com/nacional/noticia/declaran-alerta-temprana-preventiva-para-la-region-de-la-araucania-por-amenaza-de-incendios-forestales/UBC4F756MNBNVG32BCYWYPB64E/"
"5","Reforma previsional","Con votos del oficialismo y Chile Vamos: Senado aprueba reforma de pensiones y la despacha a la Cámara","https://www.latercera.com/politica/noticia/con-votos-del-oficialismo-y-chile-vamos-senado-aprueba-en-general-reforma-de-pensiones/7U7HQ3B5MFC3HJBIGS3OTWUT74/"
"6","Fútbol","Nicolás Córdova defiende el heroico triunfo de la Rojita ante Perú: “En ningún momento nos vimos acorralados”","https://www.latercera.com/el-deportivo/noticia/nicolas-cordova-defiende-el-heroico-triunfo-de-la-rojita-ante-peru-en-ningun-momento-nos-vimos-acorralados/CGWN5ACUFNAELFGIIRRIA3HKAU/"
"7","Venezuela","Machado rechaza llamado a elecciones legislativas del chavismo: “Venezuela ya decidió”","https://www.latercera.com/mundo/noticia/machado-rechaza-llamado-a-elecciones-legislativas-del-chavismo-venezuela-ya-decidio/KO4HGE3QSJDOVGCFDEPF2EKPF4/"
"8","Carolina Tohá","PPD pide a Tohá ser la candidata presidencial del partido e invita al PS a apoyarla","https://www.latercera.com/politica/noticia/ppd-pide-a-toha-ser-la-abanderada-presidencial-del-partido-e-invita-al-ps-a-apoyarla/4NX5SPBTZNAPPO5GRMTDNO4ZKY/"
"9","Fútbol","Audax Italiano y La Serena se estrenan con triunfos en la Copa Chile","https://www.latercera.com/el-deportivo/noticia/audax-italiano-y-la-serena-se-estrenan-con-triunfos-en-la-copa-chile/5QOYPRAX4FEVVN3G2Q5MFNR6SI/"
"10","EE.UU.","Departamento de Justicia despide a abogados que investigaron a Trump por documentos secretos y asalto al Capitolio","https://www.latercera.com/mundo/noticia/departamento-de-justicia-despide-a-abogados-que-investigaron-a-trump-por-documentos-secretos-y-asalto-al-capitolio/2NGK7WMXC5HG3OGCKW2SGNO26A/"
"11","Correos de los Lectores","“De mujer a mujer”Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/de-mujer-a-mujer/XA65RHLSWJFRJCFEU25CKLNKPM/"
"12","Correos de los Lectores","Subirse al trenExclusivo suscriptor","https://www.latercera.com/opinion/noticia/subirse-al-tren/ZIEII6UZANC55FNMKFKJSZB3VA/"
"13","Correos de los Lectores","Protección de datos personalesExclusivo suscriptor","https://www.latercera.com/opinion/noticia/proteccion-de-datos-personales/OW7FKTADFBFNVAZRB5LRRSDK3I/"
"14","Correos de los Lectores","In claris non fit interpretatioExclusivo suscriptor","https://www.latercera.com/opinion/noticia/in-claris-non-fit-interpretatio/PWFM3VXRCZEERHRMCRAGVUXJMM/"
"15","Ronald Ojeda","Fiscalía cuenta con siete testigos protegidos que entregan detalles del crimen de Ojeda y pistas que apuntan a VenezuelaExclusivo suscriptor","https://www.latercera.com/nacional/noticia/fiscalia-cuenta-con-siete-testigos-protegidos-que-entregan-detalles-del-crimen-de-ojeda-y-pistas-que-apuntan-a-venezuela/4GFEQFIGLBHLZAY6KFUKQUBMU4/"
