"","seccion","titular","enlace_noticia"
"1","Videojuegos","PlayStation Network está caído: el servicio de juego online PSN permanece abajo en todo el mundo","https://www.latercera.com/tendencias/noticia/playstation-network-esta-caido-el-servicio-de-juego-online-psn-permanece-abajo-en-todo-el-mundo/V5A2KCLRWRCETLAMMX7HMA72L4/"
"2","Fútbol","Increíble derrota agónica de Chile con Paraguay: la Sub 20 hace el gasto y recibe un castigo","https://www.latercera.com/el-deportivo/noticia/increible-derrota-agonica-de-chile-con-paraguay-la-sub-20-hace-el-gasto-y-recibe-un-castigo/CGP4F4KTZZCUND3GTUP4V4AQ54/"
"3","Fútbol","El grave error que generó el doloroso gol del triunfo de Paraguay sobre Chile en el Sudamericano Sub 20","https://www.latercera.com/el-deportivo/noticia/el-grave-error-que-genero-el-doloroso-gol-del-triunfo-de-paraguay-sobre-chile-en-el-sudamericano-sub-20/NFRJ3Z2P3JB6ZEXXAF7DLEPY6A/"
"4","Negocios","Cencosud reformula sus operaciones en Brasil y acuerda vender en US$123 millones Bretas de Minas Gerais","https://www.latercera.com/pulso/noticia/cencosud-reformula-sus-operaciones-en-brasil-y-acuerda-vender-en-us123-millones-bretas-de-minas-gerais/WDJO6B3MRZFRZPOZD2ORL4YIPY/"
"5","Venezuela","Maduro recuerda a Piñera a un año de su muerte acusándolo de “intentar invadir” Venezuela","https://www.latercera.com/nacional/noticia/maduro-recuerda-a-pinera-a-un-ano-de-su-muerte-acusandolo-de-intentar-invadir-venezuela/W3EGCXIC4FBGRG4CBYLWV74A4I/"
"6","Proyecto Dominga","El sindicato de trabajadores faeneros que se convirtió en “socio” de Dominga","https://www.latercera.com/pulso/noticia/el-sindicato-de-trabajadores-faeneros-que-se-convirtio-en-socio-de-dominga/LGT7DGZVMVCEPEOSSFSIEYGXJU/"
"7","Inflación","IPC de enero anota mayor alza mensual en casi dos años e inflación anual bordea de nuevo el 5%","https://www.latercera.com/pulso/noticia/ipc-de-enero-anota-mayor-alza-mensual-en-casi-dos-anos-e-inflacion-anual-bordea-de-nuevo-el-5/KGDNNJZF55CF7BYVE4SFO3LGJI/"
"8","Negocios","El cuarto de siglo de uno de los fondos más icónicos de Moneda","https://www.latercera.com/pulso/noticia/el-cuarto-de-siglo-de-uno-de-los-fondos-mas-iconicos-de-moneda/WUJEVG7VDRGXDKBDNT3WPK226A/"
"9","Expedición científica","Gabe Newell: ¿Qué busca el dueño de Steam en la Antártica?","https://www.latercera.com/pulso/noticia/gabe-newell-que-busca-el-dueno-de-steam-en-la-antartica/76FBSQDKTNDOJPPIT4TEV7IOHA/"
"10","Labor legislativa","La bancada china","https://www.latercera.com/pulso/noticia/la-bancada-china/2E67GR4WJ5HPXNXXSYDEGTGSVQ/"
"11","Economía","Gobierno prevé que meta fiscal se volverá a incumplir este año y un peor escenario 2026-2029","https://www.latercera.com/pulso/noticia/gobierno-preve-que-meta-fiscal-se-volvera-a-incumplir-este-ano-y-un-peor-escenario-2026-2029/GKU7H7D45ZAC3EW5ZGYQDVJ3UQ/"
"12","Mercado","Cinco empresas del Ipsa renuevan sus directorios esta temporada","https://www.latercera.com/pulso/noticia/cinco-empresas-del-ipsa-renuevan-sus-directorios-esta-temporada/BM44I6TH4JFOPD3FYVLCXNNI2A/"
"13","Minería","Alianza Codelco-SQM: Consulta indígena en Atacama cierra su primera etapa y se retoma en marzoExclusivo suscriptor","https://www.latercera.com/pulso/noticia/alianza-codelco-sqm-consulta-indigena-en-atacama-cierra-su-primera-etapa-y-se-retoma-en-marzo/X5BUP7XGNFGXBOAFVM6WOPDXN4/"
"14","Camila Vallejo","Camila Vallejo anuncia el nacimiento de su hijo","https://www.latercera.com/politica/noticia/camila-vallejo-anuncia-el-nacimiento-de-su-hijo/IEBZN3CBJRBEJAHXYEES6K3ATU/"
"15","Estados Unidos","“Joe, estás despedido”: Trump revoca acceso a información clasificada a Biden","https://www.latercera.com/mundo/noticia/joe-estas-despedido-trump-revoca-acceso-a-informacion-clasificada-a-biden/URTK3KIHHVE7TOUQIOQO6UEW3I/"
