"","seccion","titular","enlace_noticia"
"1","Perú","Al menos tres muertos y 29 heridos tras caída techo de patio de comidas de un centro comercial en Perú","https://www.latercera.com/mundo/noticia/al-menos-tres-muertos-y-29-heridos-tras-caida-techo-de-patio-de-comidas-de-un-centro-comercial-en-peru/N7XEPTF6FZHYXPGAYU6FCB3YDM/"
"2","Fútbol","La dura reprimenda del técnico de Udinese tras la polémica disputa por el penal que involucró a Alexis Sánchez","https://www.latercera.com/el-deportivo/noticia/la-dura-reprimenda-del-tecnico-de-udinese-tras-la-polemica-disputa-por-el-penal-que-involucro-a-alexis-sanchez/FJ6GB7PW3RA3DLHK3UWA56BGUQ/"
"3","Franco Colapinto","El marcado favoritismo del mentor de Schumacher por Franco Colapinto que incendia a Alpine en la Fórmula 1","https://www.latercera.com/el-deportivo/noticia/el-marcado-favoritismo-del-mentor-de-schumacher-por-franco-colapinto-que-incendia-a-alpine-en-la-formula-1/VRME24KN2BGPFOGWQCQCCHRH34/"
"4","Fútbol","“Nunca se vio algo así en la Serie A”: Italia reacciona a la insólita pelea en la que estuvo involucrado Alexis Sánchez","https://www.latercera.com/el-deportivo/noticia/nunca-se-vio-algo-asi-en-la-serie-a-italia-reacciona-a-la-insolita-pelea-en-la-que-estuvo-involucrado-alexis-sanchez/PODZ5L6GPJEJVDY6DWZCHBMHXI/"
"5","Generación Z","¿Qué es el orbiting?: estos son cinco nuevos términos de la generación Z","https://www.latercera.com/la-tercera-tv/noticia/que-es-el-orbiting-estos-son-cinco-nuevos-terminos-de-la-generacion-z/UBXGFHMWRRBJTAZV2S2LK3P7EE/"
"6","Policial","Investigan homicidio frustrado en centro de Santiago: dos hombres fueron baleados en plena vía pública","https://www.latercera.com/nacional/noticia/investigan-homicidio-frustrado-en-centro-de-santiago-dos-hombres-fueron-baleados-en-plena-via-publica/QUEASEW2QVH6LIMIJJEAXFF4FI/"
"7","Guerra en Medio Oriente","Hamás comienza la liberación de seis rehenes israelíes con la entrega a Cruz Roja de dos secuestrados","https://www.latercera.com/mundo/noticia/hamas-comienza-la-liberacion-de-seis-rehenes-israelies-con-la-entrega-a-cruz-roja-de-dos-secuestrados/WZGIFS6RSFAIZKFJIK4OBIWGGU/"
"8","Guerra Rusia-Ucrania","EEUU presenta ante la ONU un proyecto unilateral de resolución para terminar con la guerra de Ucrania","https://www.latercera.com/mundo/noticia/eeuu-presenta-ante-la-onu-un-proyecto-unilateral-de-resolucion-para-terminar-con-la-guerra-de-ucrania/SXKJDB5EZJDBNJNCDKE6W5HMSQ/"
"9","Policial","Homicidio en El Bosque: autor disparó a quemarropa contra la víctima y huyó del lugar","https://www.latercera.com/nacional/noticia/homicidio-en-el-bosque-autor-disparo-a-quemarropa-contra-la-victima-y-huyo-del-lugar/UHHBGZ4DVFDFJPEP4OWU4IN4OY/"
"10","Fútbol","“La dejaron de lado”: el duro análisis de la Sub 20 de Chile en los últimos 12 años","https://www.latercera.com/el-deportivo/noticia/la-dejaron-de-lado-el-duro-analisis-de-la-sub-20-de-chile-en-los-ultimos-12-anos/7NP26UAOHBAHBOKTQHY6MSQ4LY/"
"11","Reforma de pensiones","Reforma de pensiones: cómo se distribuirá el aumento de la cotización","https://www.latercera.com/servicios/noticia/reforma-de-pensiones-como-se-distribuira-el-aumento-de-la-cotizacion/7IMOE73XR5A2JJU3WD4LYGMT54/"
"12","Tecnología","Cómo es el nuevo iPhone 16e que tendrá un bajo costo y funciones de Inteligencia Artificial","https://www.latercera.com/tendencias/noticia/como-es-el-nuevo-iphone-16e-que-tendra-un-bajo-costo-y-funciones-de-inteligencia-artificial/ZEJYLRLOIVCMZK57BDIPFRKMXQ/"
"13","Estados Unidos","Encuesta revela que los estadounidenses están “preocupados” por Donald Trump y sus medidas para ampliar su poder","https://www.latercera.com/tendencias/noticia/encuesta-revela-que-los-estadounidenses-estan-preocupados-por-donald-trump-y-sus-medidas-para-ampliar-su-poder/75SK777CMBELVE7YG66G7TKFSE/"
"14","Sismo","Temblor hoy, sábado 22 de febrero en Chile: consulta epicentro y magnitud","https://www.latercera.com/servicios/noticia/temblor-hoy-sabado-22-de-febrero-en-chile-consulta-epicentro-y-magnitud/FGPEGR55PNH2HOSQGLRST7A33E/"
"15","Pulso laboral","Nuevas regulaciones y foco en prevención: los cambios que afrontarán las empresas con el inicio del año laboral","https://www.latercera.com/pulso/noticia/nuevas-regulaciones-y-foco-en-prevencion-los-cambios-que-afrontaran-las-empresas-con-el-inicio-del-ano-laboral/OM2UMSGXFVGHXLIVA6M2CKGDFM/"
