"","seccion","titular","enlace_noticia"
"1","Editorial","Injustificable retraso en dictación de reglamentos","https://www.latercera.com/opinion/noticia/injustificable-retraso-en-dictacion-de-reglamentos/3OHEQOJT3ZHELBIOWPFQK74AAM/"
"2","Money Talks","La estrategia del Banco Falabella","https://www.latercera.com/videopodcast/money-talks/la-estrategia-del-banco-falabella/"
"3","Fútbol","El dardo de Branco Ampuero a la ANFP por la ausencia del VAR en la Copa Chile","https://www.latercera.com/el-deportivo/noticia/el-dardo-de-branco-ampuero-a-la-anfp-por-la-ausencia-del-var-en-la-copa-chile/JIGNOF65LVFYXAPXFR3RHNDFBU/"
"4","Fútbol","La renovada UC debuta ganando en la Copa Chile, en la vuelta del fútbol luego de 67 días","https://www.latercera.com/el-deportivo/noticia/la-renovada-uc-debuta-ganando-en-la-copa-chile-en-la-vuelta-del-futbol-luego-de-67-dias/4HSOGFXORZGRRLDFMG7QVRHZLA/"
"5","Accidente aéreo","Identifican a los dos tripulantes fallecidos tras accidente aéreo en Trehuaco","https://www.latercera.com/nacional/noticia/identifican-a-los-dos-tripulantes-fallecidos-tras-accidente-aereo-en-trehuaco/OP3JOF7M4BBQVO42HRFIGMYAIU/"
"6","Nico Pino","Nico Pino tuvo que abandonar las 24 horas de Daytona: “Tuvimos suerte de que no fuera más grave”","https://www.latercera.com/el-deportivo/noticia/nico-pino-tuvo-que-abandonar-las-24-horas-de-daytona-tuvimos-suerte-de-que-no-fuera-mas-grave/UIUO5X424JAUXKTKYVEVX7SNAY/"
"7","Voces","Columna de Paula Benavides: Reforma de pensiones en su fase decisivaExclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-paula-benavides-reforma-de-pensiones-en-su-fase-decisiva/QHCCLCRRPZECTL55CQM37YF3JE/"
"8","Voces","Columna de Hernán Cheyre: Las prisas pasan...Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-hernan-cheyre-las-prisas-pasan/LAXRD4SDQRETTLCHSGZ6AKWVBY/"
"9","Voces","Columna de Ricardo Abuauad: ¿Fue solo gestión?Exclusivo suscriptor","https://www.latercera.com/opinion/noticia/columna-de-ricardo-abuauad-fue-solo-gestion/F5SZYLJ6IJDSVKJFC4FIQEGE4Q/"
"10","Sismo","Temblor hoy, domingo 26 de enero en Chile: consulta epicentro y magnitud","https://www.latercera.com/servicios/noticia/temblor-hoy-domingo-26-de-enero-en-chile-consulta-epicentro-y-magnitud/4HJYM3D32FHKLC3V6DXYEJK5QI/"
"11","Política","Fallece Hernán Vodanovic, exsenador y padre de la presidenta del PS","https://www.latercera.com/politica/noticia/fallece-hernan-vodanovic-exsenador-y-padre-de-la-presidenta-del-ps/S5C2PYTJXNEDZKAYY5I6VZGGV4/"
"12","Incendio Forestal","Conaf confirma que incendio en Nogales fue controlado: se reportan 16,08 hectáreas afectadas por el siniestro","https://www.latercera.com/nacional/noticia/incendio-forestal-en-nogales-conaf-anuncia-siniestro-controlado-con-una-superficie-preliminar-de-1608-hectareas/6IYMXYKB5FC7NGOB2KY5RGK3VU/"
"13","DGAC","DGAC investiga accidente aéreo en la Región del Ñuble: avioneta capotó en la desembocadura del río Itata","https://www.latercera.com/nacional/noticia/dgac-investiga-accidente-aereo-en-coelemu-avioneta-capoto-en-la-desembocadura-del-rio-itata/BT77FRVUAVD4XPXQ5RZFWEVCP4/"
"14","Pádel","Sigue la final del FIP Bronze San Antonio 2025","https://www.latercera.com/el-deportivo/noticia/sigue-la-final-del-fip-bronze-san-antonio-2025/6ABMEC63PZHZBJIJ76YJGOJY4U/"
"15","Policial","Detienen a sujeto tras provocar incendio forestal en Carahue que afectó 70 hectáreas de terreno","https://www.latercera.com/nacional/noticia/detienen-a-sujeto-tras-provocar-incendio-forestal-en-carahue-que-afecto-70-hectareas-de-terreno/ZWPH3PIJZBBXXIDLQWY6PHPTXI/"
