"","seccion","titular","enlace_noticia"
"1","Fútbol femenino","La UC crea la subgerencia de fútbol femenino y nombra a Helaine de Grange en el cargo","https://www.latercera.com/el-deportivo/noticia/la-uc-crea-la-subgerencia-de-futbol-femenino-y-nombra-a-helaine-de-grange-en-el-cargo/MY7JDO4NVREJ3NXV63C7OJICOQ/"
"2","Judicial","Fiscalía asegura que extranjeros que agredieron a Carabineros no podrán ser expulsados del país hasta que termine el juicio o cumplan su pena","https://www.latercera.com/nacional/noticia/fiscalia-asegura-que-extranjeros-que-agredieron-a-carabineros-no-podran-ser-expulsados-del-pais-hasta-que-termine-el-juicio-o-cumplan-su-pena/G56FR23475BBVCG5LOSOQJSAKM/"
"3","Música","Javiera Mena: “Siendo chilena y haciendo lo que hago, siempre supe que me iba a tener que ir, porque no había un lugar tan grande para mi música”","https://www.latercera.com/culto/2022/01/26/javiera-mena-siendo-chilena-y-haciendo-lo-que-hago-siempre-supe-que-me-iba-a-tener-que-ir-porque-no-habia-un-lugar-tan-grande-para-mi-musica/"
"4","NFT","NFT inspirado en Minecraft estafó a sus jugadores con tres millones de dólares","https://www.latercera.com/mouse/nft-inspirado-en-minecraft-estafo-a-sus-jugadores-con-tres-millones-de-dolares/"
"5","Fútbol","Argentina no tendrá a su entrenador en Calama por culpa del Covid-19","https://www.latercera.com/el-deportivo/noticia/argentina-no-tendra-a-su-entrenador-en-calama-por-culpa-del-covid-19/LVPR7WUCWNGRHK3B76YGGSER7M/"
"6","Tecnología","Xiaomi presentó su serie Redmi Note 11, su nueva línea de celulares","https://www.latercera.com/mouse/xiaomi-presento-su-serie-redmi-note-11-su-nueva-linea-de-celulares/"
"7","Música","¿Es esencial que los músicos escriban sus canciones? Cinco leyendas que demuestran lo contrario","https://www.latercera.com/culto/2022/01/26/es-esencial-que-los-musicos-escriban-sus-canciones-cinco-leyendas-que-demuestran-lo-contrario/"
"8","Ciencia","Todo lo que vemos es una mezcla de los últimos 15 segundos de información visual del cerebro","https://www.latercera.com/que-pasa/noticia/todo-lo-que-vemos-es-una-mezcla-de-los-ultimos-15-segundos-de-informacion-visual-del-cerebro/N6EEX7QYGZFLNLQHIKVRTHE7JQ/"
"9","Fed","Fed reafirma expectativas de una primera alza de tasas en marzo","https://www.latercera.com/pulso/noticia/fed-reafirma-expectativas-de-un-primer-alza-de-tasas-en-marzo/LNNAYX7WLZCP7DVZNIS3AWD5ZQ/"
"10","Fútbol","Jorge Burruchaga: “Chile lo tiene complicado, porque Argentina no se guardará nada”","https://www.latercera.com/el-deportivo/noticia/jorge-burruchaga-excampeon-del-mundo-con-argentina-sin-messi-el-equipo-ya-ha-rendido/7RI7XHWS5RHRLHFFJBYTHK5HAI/"
"11","Pensiones","“Es un hito en la seguridad social”; “la reforma más importante en 40 años”: el gobierno aplaude la aprobación de la PGU en el Congreso","https://www.latercera.com/pulso/noticia/es-un-hito-en-la-seguridad-social-la-reforma-mas-importante-en-40-anos-el-gobierno-aplaude-la-aprobacion-de-la-pgu-en-el-congreso/XJCNUDXE45A2DLFN4PZICCZUAY/"
"12","Reloj del Juicio Final","¿100 segundos para el apocalipsis?","https://www.latercera.com/la-tercera-tv/noticia/100-segundos-para-el-apocalipsis/XQCAAYASPZFWNAXZI4VJWY2EOE/"
"13","ReConstitución","Columna de Roberto Pastén y Luis Valenzuela: Sistema presidencial no es compatible con procesos de desarollo modernos","https://www.latercera.com/reconstitucion/noticia/columna-de-roberto-pasten-y-luis-valenzuela-sistema-presidencial-no-es-compatible-con-procesos-de-desarollo-modernos/4ZEFUOSQBNBKBFPCKVLUMTPF5E/"
"14","Coronavirus","¿Qué viene después de Ómicron?","https://www.latercera.com/que-pasa/noticia/que-viene-despues-de-omicron/XSCRP2FS4RB5XFPBE3YYHMOASA/"
"15","Gobierno","Piñera en la XVI Cumbre de la Alianza del Pacífico: “Se ha generado un ambiente de confrontación en nuestros países en lugar de enfrentar juntos los desafíos”","https://www.latercera.com/politica/noticia/pinera-en-la-xvi-cumbre-de-la-alianza-del-pacifico-se-ha-generado-un-ambiente-de-confrontacion-en-nuestros-paises-en-lugar-de-enfrentar-juntos-los-desafios/WQOYKQTDWRD37JNXFY5KF46GRA/"
