"","seccion","titular","enlace_noticia"
"1","Casos judiciales","Actor Pedro Campos enfrenta a juez por supuesto llamado para evitar que testigo declarara a favor de su padre","https://www.latercera.com/nacional/noticia/actor-pedro-campos-enfrenta-a-juez-por-supuesto-llamado-para-evitar-que-testigo-declarara-a-favor-de-su-padre/XGSP3MYTSVB2BHHKUDUMQEKKPI/"
"2","Tenis","¿En qué lugar quedó Christian Garin? El crítico desplome del chileno en el ranking ATP","https://www.latercera.com/el-deportivo/noticia/en-que-lugar-quedo-christian-garin-el-critico-descenso-del-chileno-en-el-ranking-atp/NU6N6KGAL5CDBJC3V6GJOAJDVI/"
"3","Bomberos","Fiscalía no descarta que bomberos detenidos por dos incendios en Melipilla sean autores de otros siniestros en la comuna","https://www.latercera.com/nacional/noticia/fiscalia-no-descarta-que-bomberos-detenidos-por-incendios-en-melipilla-sean-responsables-de-otros-siniestros-en-la-comuna/F2J3VQAA6REOZCD2575FBXY7OU/"
"4","presidenciales","Insulza (PS) se desmarca de una posible candidatura presidencial de Bachelet y manifiesta su apoyo a Carolina Tohá","https://www.latercera.com/politica/noticia/insulza-ps-se-desmarca-de-una-posible-candidatura-presidencial-de-bachelet-y-manifiesta-su-apoyo-a-carolina-toha/TTIC7N2JE5GQVAQEXH6PTUBZHQ/"
"5","Festival de Viña","Qué dijeron los comediantes chilenos del fallido acto de George Harris en el Festival de Viña 2025","https://www.latercera.com/tendencias/noticia/que-dijeron-los-comediantes-chilenos-del-fallido-acto-de-george-harris-en-el-festival-de-vina-2025/JXCJQBO3MFGTZNJBM6QW4VLTWA/"
"6","Comercio","Trump ordena restringir las inversiones chinas en áreas estratégicas","https://www.latercera.com/pulso/noticia/trump-ordena-restringir-las-inversiones-chinas-en-areas-estrategicas/2YTM6WLB6RHANL3TUFGAKRNEUU/"
"7","Festival de Viña","Dónde ver la presentación de Marc Anthony en el Festival de Viña 2025","https://www.latercera.com/servicios/noticia/donde-ver-la-presentacion-de-marc-anthony-en-el-festival-de-vina-2025/O5AY7ANGXZFQRFEFHPRXXNOJVY/"
"8","Festival de Viña 2025","“Fue fome”: las reacciones tras la pifiada rutina de George Harris en el Festival de Viña 2025","https://www.latercera.com/la-tercera-tv/noticia/fue-fome-las-reacciones-tras-la-pifiada-rutina-de-george-harris-en-el-festival-de-vina-2025/AYYXGYD7VFEDNGF6PWCYKLI2OY/"
"9","Guerra en Ucrania","Zelenski reclama ante líderes europeos que: “Las garantías de seguridad son clave para la paz”","https://www.latercera.com/mundo/noticia/zelenski-reclama-ante-lideres-europeos-que-las-garantias-de-seguridad-son-clave-para-la-paz/YR2KS6YUUZGPJHCQPYVATFHVJI/"
"10","Dafiti","Por qué Dafiti decidió cerrar sus operaciones en Chile","https://www.latercera.com/tendencias/noticia/por-que-dafiti-decidio-cerrar-sus-operaciones-en-chile/BPNWDPL7CBAZZISS33UYCMDECY/"
"11","Qué Pasa","El desconocido fenómeno meteorológico que podría ayudar a las ciudades del desierto con la sequía","https://www.latercera.com/que-pasa/noticia/el-desconocido-fenomeno-meteorologico-que-podria-ayudar-a-las-ciudades-del-desierto-con-la-sequia/3VNCUIHDBJAKBALA564O3S2MJA/"
"12","presidenciales","Presidente UDI insiste en posibilidad de tener una primaria amplia en la derecha con Kast y Kaiser: “No pierdo la esperanza”","https://www.latercera.com/politica/noticia/presidente-udi-insiste-en-posibilidad-de-tener-una-primaria-amplia-en-la-derecha-con-kast-y-kaiser-no-pierdo-la-esperanza/SXMBSEK7VZDUHCSKNQNQ2O5JIU/"
"13","Elecciones presidenciales","“Ella no es amenazante”: Moreira (UDI) ante posible candidatura presidencial de Michelle Bachelet","https://www.latercera.com/politica/noticia/ella-no-es-amenazante-moreira-udi-ante-posible-candidatura-presidencial-de-michelle-bachelet/PA4BHM4RBZGLFAHDZ6E36YAY5A/"
"14","Qué Pasa","“Ya no es natural llamar”: así es cómo hemos cambiado de la mano de un teléfono y las redes sociales","https://www.latercera.com/que-pasa/noticia/ya-no-es-natural-llamar-asi-es-como-hemos-cambiado-de-la-mano-de-un-telefono-y-las-redes-sociales/3KNKHRZZ2NCCNJ2IML2AA6ZCXY/"
"15","Fútbol","Dónde y a qué hora ver a Colo Colo vs. O’Higgins","https://www.latercera.com/el-deportivo/noticia/donde-y-a-que-hora-ver-a-colo-colo-vs-ohiggins/WK5EDIF6SNGAXGUUN5ZLE3EWZE/"
